varianceSvrg3,varianceSvrg4,varianceSvrg5,varianceSvrg6,varianceSvrg7,varianceSvrg8,varianceSvrg9
1129334.7324192657,3686762.7784562428,6041527.579990237,974879.8988051246,2772799.2161717704,894886.0043348924,1156931.4223828842
2816998.2331519537,3378771.0513792355,5415489.659557759,1598262.613922095,1622392.3638858753,673378.0718088893,1954195.3798609586
2375989.2180498987,1131996.564013712,5953880.765591729,592597.7790565671,1804470.2675657207,827503.5811258969,2159064.8875932614
1785642.3681574399,3589259.1274663955,5259093.558863509,972223.9411546502,2897628.4252728866,929102.4608375669,1819547.6117828167
1276072.2175574172,3484819.3816641406,5829636.897311097,992461.340616363,4320865.070974901,575682.865056793,1025244.0991941638
4123488.776391311,3065256.3868731624,4718053.7861634735,1149591.4630594184,2468611.4274017047,1138520.9262766815,1237704.4727490237
2853871.8174457545,2398692.249673789,4478968.54125238,938558.0132763078,2542299.8901663087,636890.3994972508,1753311.347778061
2632041.3911149055,12450465.352353428,3739627.0148908584,1021126.8598570025,1876893.039101861,741039.184038851,2156512.749596545
3091163.3266347405,1679530.2845095522,4502739.032043451,1016933.8056671856,2608801.135667565,588888.1956280106,1911683.831626905
4133592.0051603913,2828330.9480323466,3355971.0730257747,1079325.6518773467,3072811.6497137193,1031080.9034935762,2033009.1070354534
2671431.626300565,1867975.5882142466,6214202.929751096,573076.6844481695,2845791.9350812538,1100876.6879843273,1453882.6495898077
2308599.840184685,2757269.374198474,3210733.6069850326,1296952.1722094086,3303597.3538123798,1469043.6690518262,2216938.115520518
1885643.6529134659,2404663.8845949997,3619174.422835372,1647854.892240583,1887367.709516654,1072936.8930422482,2683579.8214404015
2115197.0142630013,2032423.5838416095,4805721.216203176,998200.4929392294,2116037.8311688635,1184911.9818079001,2058312.1487679123
2212295.8877481874,1278936.7259206206,4706723.347369027,1222389.8806341197,2544006.3167712814,1163249.0866619805,1954097.990964146
3971093.3448312283,2062117.6716408522,3550046.0863373396,797717.4187903848,3542192.026335161,1432289.4297597478,1544912.498865499
4111354.3658976173,2763623.5083403266,5065010.359244109,955050.4210934206,2395495.361930581,788749.9524262745,2505864.8356325566
2272296.4167377492,1277432.3328605213,5623211.401058854,1814767.227448733,2255487.381032845,878025.4987009724,2341115.186415408
3158458.9608567758,1942885.5037654645,6357175.018824806,1658529.4176149818,1742800.0861445614,1010002.9608724123,1630990.0778337019
2373360.8907736586,2328133.2651829617,6093521.316255918,1898851.6590585173,3077218.45183558,824951.904504397,1895677.0540939556
4395337.4460494965,2959964.4120953684,4437461.687987677,1326455.5344611523,3053940.544170678,940838.0976989886,2243590.4092487115
2838724.225248566,3367265.759185176,5777271.522004456,1680300.4827755804,1629542.6036583753,1429443.9446341149,2018098.5442687455
2006591.2158903347,2088431.3751747499,5846469.432875085,1395113.4314202052,2897131.427715047,1181952.1389987594,2297979.4028534545
1897142.35353688,2231163.369012162,6326006.363236647,2408664.1275069276,3344845.8440718655,1240025.1949513867,2865076.6608505975
3040054.764854322,3448772.7415735363,7696118.238281519,1249926.8561536164,1354626.3851052618,1056566.6343537841,2982610.7407205133
2927600.055072424,1872316.5833550817,7108426.636631235,1904202.3748795772,1821158.7054169672,1297438.8172958603,2116579.032217372
2788638.467448595,2262193.4111425,6594646.187948542,1275105.6802985813,2984600.822703351,859198.5939908586,2682339.689300868
2555592.398529238,1677585.773668829,4560858.186306953,2789085.414774199,1799862.1454671153,2186456.953783729,2638073.4902950693
4228444.394358367,2765997.3647377426,6747516.768771424,2194349.5982087003,2356029.54799888,990584.0549484928,3008776.5896265944
3135483.631832385,2980642.7300777007,4965516.641171472,1643325.862203443,2736854.901296051,1207258.3493408316,2350615.030909001
5243187.271498772,3345772.5747138076,7208216.58924043,2002414.8074858172,2657776.14875252,1408504.8089707727,3456442.6587282936
5050907.991504502,1967845.6255301463,4188900.227536325,863400.937681281,3047555.709161869,747705.4524174172,1189341.6349776324
2051474.3921562387,2256904.756865125,4445951.732581023,1369790.5796405473,1755880.8090316253,821147.235531494,1526642.4997594722
3721616.0245334264,2012849.1896900772,5324838.541495938,1322092.1113491794,2460218.449638273,1126831.6111479965,1780469.558570317
4010369.450422759,2753851.590388126,5129905.500861665,1305451.63602224,1169145.283478504,1478254.525849069,2028628.8914521157
3014179.6527716443,2821755.0670534214,5859330.869326154,1899432.8989558648,2863344.66262303,1487834.0780004258,2085357.7868793178
2980588.8484019595,3110871.396766101,3705893.7976771365,2967707.078733716,2327669.5128002097,1919011.8520211258,1366354.7702944325
1849835.327414249,4064344.3803186375,4239126.358615798,1330444.4558460857,2491624.952717553,1873581.7677101716,2835132.0786857763
3733606.3928944757,2814669.3903740086,6836397.947985443,1588485.4411747684,3592130.3115432994,1517078.882856715,1794254.8843435876
4590846.082849775,2866013.561303677,5377316.969397709,1622155.9294215753,3517734.7331133643,2065210.1409996112,1464281.9026868348
4951325.577304906,3912416.567444914,3787784.529505857,2264378.0751214633,2733250.53009299,1374014.2586949384,1868644.8601649522
3417615.1218502168,2109468.9928927184,6110234.666836357,1772839.5155176376,1775517.1304964887,1744510.4281978728,1605790.8472914537
4079222.883659832,2948183.086352997,4207732.339529706,2398264.8085075654,3011454.519879169,1335937.0345472065,1497173.8261729418
3474827.7063031006,2834746.3967239726,4951024.801187066,3278215.4983310094,4004777.307785073,1456415.0488313083,2463974.9040549775
6246134.874864304,2884841.2414574753,4705388.36596839,1081025.7520651533,2525285.2591625685,2013939.7776859652,1701096.9320260314
2919231.9758695145,2963474.10615623,6856443.77095409,2651268.333858141,3411296.608200127,1161220.5788535727,1680869.7956293388
2200200.706305053,2092328.3469087812,4258856.243432271,1210449.106186431,2362886.562659461,1829043.3293183898,2080956.015274037
2688640.72078945,3206618.5801004735,2967562.4668819797,1749596.527354479,3194624.970206596,1777629.850804485,2759931.2449188093
2667988.160944713,3580018.76562359,3779138.547752919,2066823.940174345,2670465.5102606155,2112742.2338583358,2206465.01431749
2655619.6650376474,3395672.4922229555,3273143.2953883447,1943861.3405305282,2316063.393086306,2001116.5580102443,1867099.9225116367
4618775.447195664,2662734.1779921553,4521812.498833679,1595661.132457315,1796572.9561037757,751193.2110515635,1780011.219623093
4490271.3463735245,2487800.993509592,4965584.252272376,1703993.0377436373,3034833.3787421715,1255160.5565753002,1604388.8700248548
3556182.974672229,2685121.017590016,3141571.7435051426,2328405.2075460143,1605267.8253636314,2249528.636275716,1783840.6148944385
2854784.415049157,3209715.1926735835,4284608.885562178,2328161.7441882277,2213571.7820132393,2134745.5745538715,1924223.0861047346
2169462.7979127793,2679585.034604065,3326752.2100024265,1888625.0477230935,2924817.7154146126,2004229.293150848,1869745.5065156282
3553197.6289790706,2954346.453816003,4516544.078251768,2767537.7486998746,4054817.0310098883,1639257.1892005824,1705753.58564026
3079499.708756488,2219812.7803402403,5319877.48176872,1656379.864031103,2649254.2875557328,2259767.9592628437,1007848.76181264
3029621.0349689187,2911776.030628575,7193964.76604047,1709168.3629221786,3435139.997464028,2139612.0775897945,1503740.9636361292
1937062.2166092054,3589448.8660698165,5499407.482025633,1772865.8604479032,4107054.3675473384,2097786.38931395,1503096.6192405475
3156029.5475659026,3244761.482791382,6656992.682928082,1935029.914977203,2195598.086841701,1692483.867487922,1394139.0730587915
2076712.3075880075,3023230.480829197,3631865.9836421954,2525944.2802397027,2644166.0335703087,2450077.436028658,2764086.9442922166
2060439.450105087,1776589.4626390405,5439696.34780919,1333886.137545478,3148566.019210535,2237717.686978817,2475928.3243490625
1835986.2011502068,2694592.9106351854,4681481.752674542,2881682.370193029,2254267.5334767075,2430505.3358477275,2048919.9227597076
2953679.934988086,3452291.5083969315,6298338.288342897,2961111.3546436615,2620007.513574891,2528640.7019640645,2222109.4251461932
2174209.7280601487,3293342.6911367644,8037768.934822841,4134307.2770883664,3085183.048664054,2135949.6770959403,2279217.546735367
2538841.7385447146,4288628.1440884415,7492247.183238616,2529165.8597694896,3506579.966180345,4059105.540448746,1086513.9855407316
2205903.114293839,3273469.2482333467,4799617.547351511,4126134.899229225,2193167.761092998,3115201.8641190995,2077803.7160559956
1837666.0106136412,3614877.029841802,4071604.472022095,2628361.813637153,2806381.198111726,2013072.2676876346,2137194.127361241
2614094.3364594392,3450439.5467588976,6144870.401076774,3939732.557246806,2900197.5465309094,2620191.3287898297,1721077.1889233715
1558669.8726579035,2780851.6621944504,4673093.318072144,3479107.847654268,1839084.8800263046,1533049.2205601828,1367859.7184575605
1711323.6915727668,1901613.8425606687,4155662.963260309,1968001.110292294,1585265.2960870424,1741296.7404048797,1655838.9640368219
3814834.7603715807,2048426.6349325906,6519243.564279716,2009361.301429521,1969375.778578285,1657108.2987512818,1818857.4033625592
2020370.3141418176,2608576.4901939267,4819014.236886179,2739215.2051589573,3512025.8100976264,1789645.3709273865,1848635.554791861
959310.2152684456,3354998.392824685,4053647.074962818,4247431.25243321,1752496.5723621226,2393427.904793103,1921212.1861007088
1933852.998100402,2459819.4866522215,6037805.472527112,2997172.0772205386,2439970.0928721773,1843826.507358167,2669328.7610028526
2107740.2202454302,4152149.1569049936,3580186.2384044193,2076212.0825527497,1654833.2361384612,1611966.6341348276,2440105.0111310417
2449247.021470373,3052481.76234205,3411849.5184353804,2794409.7538405224,2552282.840124242,2296025.8954482246,1847394.828743454
1425997.3775942589,2395595.908671199,3757216.49807085,2609719.714475624,1708205.5209550103,2530869.1687601684,1163876.6301326524
3047815.1732606953,1534136.269975479,7216165.796369565,2329084.9211456254,2167825.2102613403,2241755.7105888394,2622842.622633612
2008936.2084368377,1727601.9303097297,6316554.239945006,4475627.701270978,1444251.9667827226,2420428.169030348,1622489.5834579056
2143153.22360899,2403506.285806962,6098308.077415319,3670707.7149194637,2064635.5411452737,2014202.973575689,2179819.820533176
1335014.603558606,3970267.2199099716,4399276.983022782,3026168.922671653,2076423.707334937,1872139.0049335128,1764418.4840484941
1828224.7293275062,3318159.5736073786,5855959.526072875,3294736.683532252,2155904.106917979,3212659.215101528,1782951.1228757803
1736481.404199302,2232180.979773015,3635469.543338584,4486124.3922508005,2249281.5574492794,2073513.5709844502,2141017.9429248516
2517331.1108742165,2134806.0517469975,6321799.881334716,4258931.938419891,1871869.8651353798,2916239.0583168184,3057406.8399350555
2500344.3220006847,1957676.456785312,5014599.634706624,4114756.80107383,2113987.403131343,1594035.3088019225,3035626.348606201
2707045.8127143406,2362353.9554352025,6568463.1817483585,1584295.8623029557,1697215.7492927164,3366005.8830657946,2863956.5600240673
4469780.290931556,1608335.5017382004,6309667.793269673,4014752.379449162,2461535.8740793536,2393558.85884996,2349325.8690219685
1808680.3061283403,1633382.017196566,4857433.290962836,3965953.255793551,1822653.5067002513,1450045.195123124,3238468.5228842357
1351765.606590548,1988295.5216532946,5507089.251733292,2962575.751196635,1507515.4891865274,2283836.026146593,2224818.6228099605
1267630.6495300091,2469662.5440576617,2991787.929359897,3567383.5486287572,2425213.0382723114,2231076.9530118587,1694046.6516648936
1852160.739420323,3244313.7198650287,5796184.347888902,3199507.8580394117,778853.7050554405,2222314.986869539,1148709.632989436
2441294.230752782,2265416.7346641216,7065699.027223256,4833507.119590957,1971391.368345248,1571171.4920011598,2223362.6109838975
1851537.5364403548,2521496.9227707656,3480442.2918823054,3867166.0291989213,2329536.218323814,1805712.5846693995,2004713.4823261136
1100003.2170043956,3253527.1037577996,4539488.305486063,4452328.707968454,1774158.472122837,1821022.6497055462,2195412.581076394
1488202.7959506796,2396687.4343898934,2976649.631608757,4217162.781930884,2107965.324241714,1056067.8349818357,2321895.036692435
1394367.4897922624,3155071.6297187563,3357298.294993746,3969593.2872117613,1700510.2132601817,2105032.578905081,2201220.9657063503
1324950.7731519858,2599935.5235752016,3095533.5722744204,2921835.2326010745,2062215.9191149673,1862095.6434194501,2249304.140031973
1884343.1335555655,4152843.0811889013,3468329.6194553245,5781995.719969293,2569325.3603896946,2001622.9728713157,2533560.1562283807
1038595.5704735904,3352880.8499316764,2608721.639973576,2849819.3426196123,2024690.981791963,2177163.360111572,2240453.2597047007
1279705.5253562815,3457115.7027404085,5337010.530609548,2858531.6272636866,1780864.0194912814,1723850.2174576276,1400899.5042116144
1414894.007789854,2856199.107043173,4846867.634847831,5413554.76880452,1641280.3869651319,2248492.0398331657,2890864.993153614
1509327.3644935633,1897597.7808192857,3761941.891744221,4347401.282882,1679401.6355504007,2410325.872990315,2636670.2559741205
2170483.2122008684,2719452.7123575867,2545134.5723590627,3453886.9860256966,1907934.3393149334,1587715.6164212474,3154420.397217023
2409764.502779145,3063645.390118233,4482485.443907723,3243677.3571154224,3351855.6319468683,1536643.5774263805,1307179.8784880135
1050710.7727627167,4330137.506337739,6360164.360024072,5545923.132253034,1558063.8199411673,1686854.4614393949,2775329.1601584414
1370075.5428091413,2805071.228805068,4253194.605601238,4313613.1465976965,2239610.635630863,2477238.322218644,2736132.658218325
2464198.0805968717,2640556.614681244,5924257.362834895,3223842.1407981906,1434893.7626590685,2253175.448090403,2452160.9949657917
3052147.836114977,3155604.716849858,2978306.983540181,3200285.9738371577,2064996.4626701176,1336805.48049898,2610189.5398758957
1266429.5554981248,2298640.4086459326,4856091.128136199,4492158.466538565,1435956.0866490672,1943789.065757532,3633740.3884358876
3448445.1091844197,3092810.7666817987,5462643.909860833,1971988.4336521404,2237393.7032126705,2090305.4280143904,2760890.0198156866
4276210.183049846,3022147.198984705,2833212.980720054,2759192.9202673943,887762.8108046101,1805040.9014368176,2116085.495197255
1950343.0479054255,3163005.541351047,3121096.9905700115,4373845.183653474,1676584.262995491,1915779.6131197168,3389942.0536234863
3230883.964456861,2908382.559180556,3600120.9566792026,3401153.9454866983,1506708.9515144285,1608350.5921591145,3846031.1397747966
2018537.6934988908,2729089.0834294623,4520961.74859082,3563893.353621271,1858775.004471839,2094285.314853172,2388403.3648210475
5595687.410615824,4022458.135305291,4602658.615531805,4017951.0886165192,1021784.8863743509,1528124.0429526495,2121705.905606687
3167277.6979437084,2432211.083614405,6995642.845605419,2858001.8622276946,2629362.2261402337,1187595.9791666106,2436760.407643626
3010245.4660502723,2320548.802063739,3955486.9554747487,2960837.4792530825,1564853.365096238,1485755.2116004631,3034789.7494946686
5387540.483304404,2626418.0824142057,6013680.131710333,3764861.6666009966,2837840.0252800956,1681956.4094252475,3208355.9735453636
4332295.373239441,2334604.406293042,4620746.996143013,4008092.816566018,1322438.7919234475,2040246.6917865977,3328573.820406217
3063102.4139631735,3544849.915418193,6545792.384722099,2013340.3405580772,2999946.4923499627,1533962.5824592488,2241524.13787322
3123501.701782975,1557475.669446785,8737866.96396257,3462157.471354193,2744641.886518551,1719970.1119922628,2671718.5350131188
4108436.1697967304,3815181.549488142,5208943.652354121,2081837.8932286156,1214962.9777007843,2201472.2173961583,2601171.0840619
4313879.184468508,2244885.9747081418,6963186.144921545,4335302.789520683,2859387.873560038,1534288.8788027512,1784651.8041331328
5907259.750500733,2491711.092156418,5336840.786066243,2962033.704529262,3852061.942927946,1602237.674172426,3122878.8475187756
2707307.830477327,3626335.1326561933,7482064.711331876,3615197.532904548,1509156.9686543292,1361666.2358559673,2160941.1616374874
1900362.1318258855,2086371.0280858497,7796995.7604129035,3654134.6093042633,2341169.379376254,1675360.2659701686,2609771.256807035
2344207.081771988,3244888.991504645,5822141.251719687,3282816.7228058944,2897499.1603919403,2071578.7522444231,1964112.224119155
3733612.3353729183,3839599.5662393044,5585528.229053624,4124179.78401872,2502706.707037529,2189662.797148376,2900415.3487233436
5140585.501343962,4184357.9834254305,6418861.561847204,3624277.136211465,2386016.539121884,1289671.4808668853,1666758.6370446132
4673558.481039129,3754426.4094529664,5521127.972659694,3720296.3521812684,1913640.1003039717,1393937.4677525659,2424245.705950205
3858765.4751835666,3281470.1065075323,8727752.321463065,3050924.2030308554,2844138.6064021084,1236928.7531108912,2711800.377782291
5078394.299843183,4758053.925162803,4194661.262096755,5462811.4620204065,1665578.1610641184,2190403.812751906,2444045.2327315346
4326712.654953946,2926118.9699051976,8895046.30485455,5110941.768002205,3538519.8767498974,1468693.0101226354,2228893.3417881206
3719140.0073477724,2495245.3983689384,7867253.029528415,5781508.756382617,4238940.891158896,2025053.6217225029,2398953.8156867893
3054043.575263134,4297948.229865015,7010055.602785552,3716687.288276959,2655510.895427901,2503168.5458978713,2000737.8175318441
4490452.503676082,4365240.413448855,6251052.742503786,6457540.653913757,4334209.962876408,2036764.312090657,2972007.0888446104
3502778.101713362,3602711.7491622306,9437844.594346797,2827332.102528791,3925117.8348291786,1836644.8791493347,2101410.417937905
7442894.332873338,2703565.399248591,6542552.327878143,2654190.556451484,2837491.6727448488,1958189.712006895,2484494.993604141
4634717.496273617,3945291.9386346154,6633567.93817373,4213070.146557571,2407095.1662530224,2110919.6178292,2319518.375588568
7440119.036297323,3276419.9192891065,4250865.780455183,4440958.5498684645,3979551.699389239,2274311.089662254,1697664.154026587
4340652.8213852905,4169192.0453480748,7294460.61619002,4552151.80661606,4508613.261743469,2318590.116456375,2922048.723935623
5972776.105425305,2460028.4828028027,6806719.042639529,5641230.766426671,2262261.8187039564,1348577.4134689514,3075123.3940018965
2934770.910359999,3060222.90693901,6016035.921588026,2934129.1286232937,2375147.4437173577,2381181.1376932156,2314598.118922811
4266648.488767019,2711472.415539855,8801536.169653274,4592468.418863045,3493163.1286193645,1551767.0926151625,1721190.7971723469
2650845.7984372396,2751379.23104627,8855842.41552033,4751025.0184701625,3841524.9015429285,3298441.068879829,2186164.770602785
3341689.9699853873,1886539.5928016133,6344521.699019304,3249080.805773215,3112343.5511710523,2699643.267811478,1534087.2946560418
2670808.6801425256,3106603.501813528,6983432.059670113,4136202.0813046033,4983741.178961839,2356637.2864869596,2640631.5320710326
3587828.607488076,2767823.4680019575,9865608.00441645,4326145.285857065,2760305.334550836,1697458.793165225,2250918.1920916922
1572382.4535768728,3197228.1031754124,5919436.303879166,4303388.952670854,3715641.959146508,1913341.4223218386,3154796.9437267995
1869533.815302664,2558014.4173380146,9850049.691853125,4324442.575042542,4054923.838934493,2660831.1895377734,1864832.4406287773
1890956.506254258,2363824.214255081,12356065.839744981,2804693.2255693413,3121806.5913208816,2595664.853598056,2208803.5405924553
2112540.316475377,2794353.238788314,6911545.6402521115,3833164.415302745,2599395.0787060875,2678423.7244393276,2946481.520305072
1215367.0529818807,1741708.2220407233,7124976.140852405,4912718.56862211,3090518.557231391,1877525.982073521,2230728.3826905573
1737531.019617946,2826468.106332861,10011387.801553207,3180866.17825503,2767632.991858989,3443007.629163108,2804402.948471495
2209970.443005451,3121880.4166138554,8637589.409135632,6527849.15255214,2865081.4854461956,2726028.4772845404,2786674.03951162
4447883.229635513,2103078.186114044,6834213.210111815,3575975.286696967,3220778.2752980404,3435228.6645669835,3080282.192730963
2065394.0430382793,2799187.3047382906,7184607.425361009,4674445.580909653,3527200.134483629,2029891.488784968,3787536.062560783
2085604.485979393,2134836.526364618,7337931.44083323,4656411.792399431,2054296.894353531,2799027.3985948963,5359539.921440296
1751966.9722305373,2819965.172584866,6554242.341948075,5336933.018980573,1901293.54245792,2342173.2646480794,3402166.873293426
1745096.6755470925,3634672.9498839183,9239604.971422488,3396462.8187204762,3213664.485449832,2653969.907571529,2804748.9082086906
2185720.241469487,2391207.9278458357,9735598.268762631,3372552.7639342803,3060131.575752514,2868732.9104339126,3481421.746523884
2663914.662484478,1628065.3152820393,9333002.567845734,6908664.316436404,3909259.8753620493,2078643.174817923,2110346.5865015127
1675530.9752322477,3720706.7627131063,11694708.442529473,5287682.094629868,3913720.260668111,3727363.1830081586,2694691.4170725597
1208293.5454850965,2781619.68129769,8657354.313262237,3736457.123620031,1936337.2870369686,2821143.1500743628,2798293.73543984
1364347.2470214362,2451866.4941592775,7437106.475656027,3650430.2031508395,3082307.5082102623,3948106.5613123607,3580680.2154803732
3955533.722166392,2486954.7787807724,8104263.889784798,4712277.964665813,1812867.5187510066,2949753.706995709,3310724.4687709496
3455169.4630734534,2257893.685325781,7174751.120760411,6162896.23882422,3141538.8282436347,3715703.839960056,3601438.075258491
2577316.0565970554,3154154.0329841324,10598345.361326447,3626230.889166751,2504220.927021211,3878446.1349207847,3487326.1757940706
1357242.3002895343,2947524.991207015,6456866.828251951,4260839.882446317,2010021.7120166258,3195838.6911846483,2760940.0114781954
3878599.29931368,3153824.4734821115,8469484.694195304,2869105.6666418184,5732460.857879033,2767054.7580783074,2243695.670474044
1661656.592313383,2133489.472297854,7867637.433522414,5977400.275785556,3607618.2662290586,5495213.769710484,2699419.9287108863
3325446.409019688,4021914.8360737874,9669472.317918012,4234902.582318766,5440534.784275213,3810312.483624059,3273412.042121432
1819484.9320423533,2743525.5778413173,5471833.406243782,3239614.195363197,3122695.3306337534,2848294.686067069,2916624.2559108636
6167073.192805881,2405706.176562314,9342971.34984658,4807031.931774855,2819416.208952395,3541935.910173542,3743986.0711560007
3685259.976408042,3214093.9380398532,6243281.573073978,5517719.154005591,2227038.325222443,3206831.7863474223,3117565.603190628
4409062.617978173,3365448.8197437837,9191781.761277452,5084801.465840177,3664632.5810481673,3214911.8575362274,2519295.6570605678
3499916.0450477907,2599036.9709811015,7558813.056012267,5661610.429503712,2614575.1723620435,3121578.338107301,3444141.86787826
3861975.3186439574,2726592.9438365856,8774878.175908968,3682690.0697569437,3899269.0278507387,4077618.597610739,2562267.0591165377
2917174.126679906,4728997.204899337,9206350.717415474,4754459.322895021,4258469.140532695,3911354.385161191,4032112.8414739715
1744269.3723995495,4330638.935844315,7027386.822143536,3564890.3896783264,2851936.498079199,3645636.997505869,2084557.6081997657
6579919.867269544,4602771.265415543,7198543.511073513,2842026.6071156915,3517463.090128206,3361624.805389109,4051612.353089923
3183635.8174532442,5513500.524380591,8134411.919219084,4300304.473751944,4371617.491147781,4508155.364992393,4975163.889332313
3269426.4943388137,3458985.8546541166,7830535.783071799,2300011.506961968,1942249.8938278654,4295218.319479644,3297846.5282432125
1814656.17116549,2599639.0495391535,7752581.657300536,5344906.821363419,2507084.599266833,3382210.403173131,2448551.7707166844
2372106.174143262,4158773.912688363,6762051.335476501,3893284.151915093,4698414.086836314,4357059.558940526,4962087.300872672
1888894.01842973,3421457.124503577,6175754.756500969,3861332.7503110864,3854276.7584467195,3931759.030477359,4538722.139049544
3286384.377179671,3414986.6096504726,6969929.3407132495,5107446.325612558,3577312.8162889876,4012494.4474556283,2722251.7150455355
2412871.2231065994,2471076.691278898,9029455.99787204,2502620.7411453757,3475671.594469186,3711093.792733689,3339522.2046270203
2186477.3325653207,4148322.9753568834,8492845.509174127,2835359.2244461617,2966285.5454338184,4310801.784327716,3384515.685693937
2758917.2918284256,2636446.1238608425,6663066.699945525,4206077.705845221,4912969.368616436,3747990.5003980417,3093475.886707077
2928727.46329469,3893470.851445088,6253919.322176654,3292190.4762387243,4945829.104308354,4021095.292794545,3923162.452449525
2040852.6440216484,3295998.7048360473,6715256.7322900975,4769305.968666575,4081338.934183238,4231527.210855345,3553207.9459504653
3286733.2237108005,3615961.4025287395,6222670.365849241,5161114.641410404,5063964.380175162,2972688.3399485624,4186485.0866870247
3657615.0475832596,3850580.9441141584,5426242.551021722,4148233.8338677078,1717454.955385903,3554393.5969403004,3485610.9570496576
4676032.575553173,2793417.4182714215,6689161.02277234,3895088.0787604395,3857794.5281644063,3220039.9300831202,3238664.4171289084
2924962.620682577,3752726.933003675,8422549.622302573,2721115.8183901394,3407959.2252256647,2438574.578237698,4335166.246152643
2023867.709599744,5139338.309611515,8408910.52457634,3502072.354093447,2760761.8408359187,3103086.2604797906,3189486.9425454997
2761128.987561104,3002123.3800616795,9304119.382309204,3146867.49888358,2379107.4512115084,2583678.605999856,3704316.2646369915
3620883.8687117803,4074067.7300065295,7966118.829098446,4702162.322672227,4924970.1894816365,3069880.7645693785,3479145.3502342184
4017258.404616325,3087372.5868297406,6519327.816011924,3474896.988412261,3435619.575759367,4789553.293768056,5144664.24278946
3950433.4662603806,3638322.326026771,8166784.625815958,5532597.677140957,4347901.519516973,3003644.662172946,3010268.643990341
3768295.8281591046,3444864.7132640667,6798617.006967835,4655130.6968524465,2237957.2703876803,3088500.164409185,2161319.2421824015
1379309.2979061357,1630565.9768580315,5884576.163453168,1953037.0203231059,2832107.6220300933,2144017.8933890583,3401429.4241195824
4624882.17567526,1969570.3527832674,7736008.211303714,3533895.561098567,3670564.1080073854,2740291.6019460885,4253188.318564415
2354591.7210361157,2985463.4664523313,7058667.599623382,3118194.142309514,2360714.8279520166,3077435.3536848547,2608874.2156365486
4562391.168422297,3544833.2495065453,9841383.903712451,3692105.3919502683,4582049.164244226,3181035.804039543,2208173.848555403
6632150.833601557,2494995.5699289925,7706383.8082433585,5309674.348844504,2911984.7242951207,2452976.0023022494,3756384.3785079475
4280194.47111278,3417087.0434944043,7708884.506424776,2595683.6468585134,3809678.7366965846,2940734.9954416724,2985330.942002326
4475945.459094838,2129626.506373194,7583975.6601261655,4221824.96323827,4469555.020191731,2912513.950726115,4054115.443152761
3937394.6044728826,2848267.8678277535,11142945.335566398,2683408.107189532,3099050.297847544,2533697.3958210037,2807485.2827350264
2592577.2780036917,1964941.5551278351,7666423.47777556,2952893.3650856246,4574163.244946044,2742306.887084601,4243060.391977522
3874334.875473149,3539963.1646302617,9024909.276488038,3668072.629567995,5192100.466648033,1982890.6921729457,3661595.8541637785
4448597.326820447,2807532.6048121583,8243026.163973107,2570087.2094784155,4912120.294774253,2414670.1521501094,2912071.2052139286
2479081.9156324277,2981228.278383714,10006830.198629119,2996198.253370437,3704376.3620673767,2799879.181174629,16991876.698527645
